,c1,c2,c3,c4,c5
8491,"255,0,154","192,246,130","141,141,141","52,182,74","154,137,121"
8492,"46,67,144","255,202,182","206,56,56","8,0,244","177,179,183"
8493,"255,243,247","255,195,195","197,171,221","231,115,51","183,208,212"
8494,"54,199,255","0,3,198","64,174,165","35,113,74","146,115,178"
8495,"234,130,0","75,48,113","191,178,161","143,255,109","16,49,62"
8496,"255,17,233","68,112,150","204,186,172","173,205,229","182,154,110"
8497,"111,123,114","63,165,129","238,218,193","255,187,150","246,72,99"
8498,"236,224,182","103,155,195","124,87,137","229,246,178","219,170,143"
8499,"119,93,106","102,52,126","147,97,53","234,181,194","227,191,196"
8500,"215,186,172","112,112,112","152,245,255","19,193,246","182,216,255"
8501,"44,39,45","89,89,89","40,214,215","0,3,159","120,0,0"
8502,"255,244,0","253,248,220","255,251,148","5,119,150","194,142,204"
8503,"0,15,0","253,178,231","113,211,225","187,187,187","129,154,197"
8504,"255,239,145","25,26,28","240,67,189","139,148,165","176,32,32"
8505,"61,55,181","255,249,249","197,132,214","223,207,45","204,237,242"
8506,"195,100,132","118,14,56","169,206,207","238,101,136","35,37,15"
8507,"198,139,191","6,2,2","208,201,225","93,153,221","174,6,6"
8508,"0,2,34","84,156,61","229,109,109","27,67,136","0,0,0"
8509,"162,0,0","29,114,180","75,62,43","202,189,178","231,210,204"
8510,"22,138,0","103,65,7","237,255,0","85,101,58","126,195,166"
8511,"79,0,0","11,59,114","255,160,203","227,60,60","0,18,69"
8512,"164,243,252","253,252,248","131,130,164","189,159,159","170,170,170"
8513,"143,133,88","245,192,217","126,129,165","66,66,109","255,144,0"
8514,"0,12,204","117,155,162","171,172,231","64,86,62","230,238,166"
8515,"132,227,233","230,234,13","146,35,223","116,29,29","131,159,91"
8516,"255,89,89","255,182,193","36,39,0","188,214,202","152,203,213"
8517,"0,0,0","221,221,221","162,240,242","241,244,176","69,69,69"
8518,"255,128,51","70,101,34","92,240,132","216,184,255","229,210,222"
8519,"55,101,245","70,101,34","195,255,220","248,236,117","214,165,249"
8520,"9,83,0","184,32,32","229,77,77","249,239,141","255,129,0"
8521,"255,168,236","19,18,18","65,61,186","249,239,141","6,73,20"
8522,"113,63,255","77,32,124","190,221,255","0,15,246","241,143,104"
8523,"167,245,166","0,0,0","180,188,255","175,161,176","0,12,144"
8524,"238,238,238","107,107,107","255,115,115","88,77,145","81,0,130"
8525,"0,212,32","218,129,245","229,240,137","89,47,110","195,163,205"
8526,"0,15,48","245,208,169","0,6,147","153,153,184","181,172,186"
8527,"87,1,80","247,129,129","0,15,255","255,244,0","189,189,189"
8528,"223,196,152","159,0,0","0,15,255","66,67,84","123,74,146"
8529,"201,197,17","46,254,247","0,15,255","164,132,178","12,0,51"
8530,"61,180,217","0,0,0","191,155,48","78,195,109","94,40,124"
8531,"88,180,46","250,88,172","164,149,131","84,105,95","89,18,63"
8532,"46,57,102","255,231,0","0,0,0","208,113,113","135,79,92"
8533,"209,210,215","85,128,155","77,77,77","114,244,22","3,36,47"
8534,"177,169,169","0,12,51","183,110,121","50,48,101","3,37,54"
8535,"144,177,239","255,247,214","67,28,125","116,65,52","206,255,181"
8536,"213,164,96","255,229,189","241,222,255","249,241,168","0,15,255"
8537,"0,171,255","146,137,212","92,48,79","184,253,213","189,1,1"
8538,"29,48,95","201,255,189","58,11,0","116,140,171","119,98,226"
8539,"62,6,6","249,204,136","18,31,76","1,61,223","170,170,170"
8540,"255,207,172","101,53,47","138,138,138","195,244,125","202,201,201"
8541,"251,202,202","206,198,168","216,36,124","255,95,95","255,81,72"
8542,"255,186,186","84,27,13","246,234,159","231,225,255","170,170,170"
8543,"255,247,141","225,93,3","249,231,123","20,78,131","170,170,170"
8544,"201,64,112","135,139,154","228,241,251","54,108,141","238,207,255"
8545,"57,136,151","79,9,9","192,247,255","51,44,69","121,255,117"
8546,"255,246,237","197,127,40","75,30,13","4,137,186","0,16,135"
8547,"128,197,149","157,215,180","198,212,242","5,34,0","255,239,249"
8548,"252,209,214","191,201,190","180,144,30","71,157,221","204,185,238"
8549,"252,243,209","166,37,16","22,75,190","255,246,228","21,49,92"
8550,"132,99,94","113,90,124","254,243,255","238,255,173","191,84,2"
8551,"181,160,137","58,32,32","160,199,12","0,255,197","225,39,7"
8552,"193,177,151","238,216,150","78,32,63","120,154,88","227,12,18"
8553,"255,169,40","133,78,55","140,124,81","40,108,44","45,62,8"
8554,"204,255,230","87,180,204","243,156,18","36,103,3","119,166,178"
8555,"255,204,209","234,230,190","235,152,78","99,0,105","152,104,49"
8556,"200,234,89","183,110,121","169,235,255","245,255,165","64,2,24"
8557,"0,3,35","212,64,37","181,255,111","159,181,173","149,138,159"
8558,"0,3,87","51,120,98","219,165,0","251,228,133","174,150,154"
8559,"0,2,35","213,238,168","174,249,162","255,194,131","154,104,62"
8560,"7,7,78","133,212,214","99,54,34","0,4,137","195,138,199"
8561,"168,244,129","41,27,2","250,251,127","168,240,85","165,119,122"
8562,"154,80,76","0,1,64","161,114,83","126,251,210","159,123,130"
8563,"19,11,11","96,102,105","131,249,144","145,207,236","246,237,241"
8564,"94,71,118","0,14,238","14,84,12","13,122,48","44,67,101"
8565,"255,230,127","120,93,107","6,0,167","183,200,227","201,150,158"
8566,"0,0,0","133,224,225","234,84,46","230,240,151","116,70,82"
8567,"210,171,159","204,187,175","175,215,234","88,94,197","221,200,188"
8568,"250,255,197","160,233,255","129,255,109","190,85,255","121,169,176"
8569,"221,185,185","69,69,69","173,197,229","200,200,200","242,222,196"
8570,"106,229,171","120,67,0","255,203,150","255,201,209","173,202,211"
8571,"138,116,116","253,243,184","212,246,172","0,15,255","215,255,221"
8572,"210,249,200","68,59,59","234,181,210","187,187,187","183,10,183"
8573,"236,200,188","227,0,255","185,229,242","71,28,1","0,0,0"
8574,"231,230,230","0,0,0","185,229,242","214,246,209","253,253,253"
8575,"246,197,226","161,44,44","9,185,238","194,255,163","157,156,155"
8576,"184,242,252","57,60,58","0,15,246","146,80,108","129,116,77"
8577,"106,13,239","84,122,131","2,98,124","250,255,180","228,193,254"
8578,"115,90,47","154,89,56","204,204,204","167,60,90","255,232,135"
8579,"80,62,26","221,217,212","101,118,71","223,149,120","238,220,206"
8580,"110,96,166","184,175,166","152,147,103","239,239,239","191,114,114"
8581,"79,65,34","176,153,186","122,212,137","42,131,77","170,170,170"
8582,"47,103,48","110,58,19","48,195,176","206,201,204","244,239,123"
8583,"129,71,71","222,184,135","237,241,240","255,245,168","0,0,0"
8584,"78,17,86","72,181,213","0,15,255","187,187,187","122,87,58"
8585,"156,68,68","255,108,108","179,255,192","232,157,12","69,59,54"
8586,"159,139,148","83,142,223","255,104,104","154,181,179","212,0,0"
8587,"192,234,163","50,68,156","115,149,150","244,186,212","81,94,13"
8588,"135,134,88","253,141,225","101,89,120","0,103,219","125,206,229"
8589,"167,139,129","141,151,202","75,103,67","0,27,59","255,224,184"
8590,"141,116,96","234,220,217","99,29,29","187,187,187","72,0,100"
8591,"84,111,81","206,89,89","180,193,179","108,146,105","245,128,38"
8592,"242,156,253","29,32,43","229,202,90","136,171,184","247,247,247"
8593,"122,206,194","59,134,255","255,228,225","227,158,84","250,34,91"
8594,"122,23,11","254,255,181","121,104,120","134,190,203","170,170,170"
8595,"211,255,206","255,243,196","121,104,120","0,40,255","170,170,170"
8596,"153,207,228","255,243,196","121,104,120","0,40,255","173,77,255"
8597,"255,229,203","94,187,214","0,6,57","94,40,124","11,10,10"
8598,"0,15,255","115,0,223","191,175,150","112,111,236","0,15,0"
8599,"104,187,223","62,32,2","145,77,136","112,111,236","14,28,0"
8600,"224,187,0","187,154,223","143,71,117","112,111,236","0,0,0"
8601,"73,117,73","122,242,166","112,71,111","176,20,20","114,197,214"
8602,"0,15,0","255,246,163","19,19,19","112,111,236","61,0,0"
8603,"255,147,50","212,21,21","83,72,94","141,153,243","106,91,64"
8604,"233,86,242","31,108,195","101,54,85","141,153,243","91,39,39"
8605,"159,28,219","94,255,235","155,191,54","128,128,128","206,190,186"
8606,"64,171,213","191,211,255","19,86,126","186,65,70","118,114,99"
8607,"205,79,101","255,161,161","186,129,129","141,153,243","90,84,55"
8608,"16,26,25","104,147,221","57,231,159","141,153,243","222,155,53"
8609,"98,246,221","100,151,177","116,146,174","141,153,243","0,15,255"
8610,"131,229,212","83,72,94","71,22,22","141,153,243","47,17,46"
8611,"36,32,105","99,29,29","249,239,141","141,153,243","88,47,7"
8612,"0,15,255","147,219,209","240,170,230","141,153,243","159,138,126"
8613,"78,110,141","64,22,109","62,92,118","141,153,243","135,37,133"
8614,"255,136,10","236,28,26","246,9,21","141,153,243","170,170,170"
8615,"105,156,180","254,101,135","249,163,163","96,38,111","124,22,105"
8616,"0,100,64","172,46,146","84,146,53","96,38,111","81,23,20"
8617,"237,226,213","249,227,244","227,228,255","128,137,181","23,47,54"
8618,"140,96,99","105,60,96","86,134,169","90,99,96","129,83,65"
8619,"169,236,249","69,29,78","115,155,161","245,255,109","39,105,227"
8620,"249,174,194","20,71,33","106,156,137","58,39,25","170,170,170"
8621,"239,209,179","88,191,187","4,153,208","197,193,157","240,255,170"
8622,"246,238,246","82,26,74","1,11,45","104,184,186","245,255,194"
8623,"186,144,88","246,225,159","173,249,255","231,165,153","101,20,20"
8624,"32,30,33","255,159,246","21,0,36","19,64,77","167,201,213"
8625,"199,0,57","0,15,255","124,26,26","92,89,109","214,205,195"
8626,"200,208,247","209,247,255","91,236,0","242,94,94","255,252,250"
8627,"255,255,198","64,33,8","88,39,54","165,79,79","21,66,52"
8628,"68,92,40","198,228,242","33,33,33","185,223,222","170,170,170"
8629,"76,108,141","207,118,59","133,69,34","182,255,246","39,79,90"
8630,"5,35,77","22,83,190","78,0,105","107,0,0","94,50,88"
8631,"0,15,255","247,243,255","236,255,165","210,169,210","95,4,180"
8632,"255,245,251","42,150,182","208,229,150","147,170,195","0,15,0"
8633,"255,214,227","84,54,87","251,222,133","189,46,46","0,197,255"
8634,"132,238,226","123,83,83","255,181,131","201,126,149","65,76,229"
8635,"82,96,96","231,76,60","0,5,170","106,119,66","141,238,147"
8636,"203,225,244","248,196,113","176,240,85","190,6,6","132,131,159"
8637,"0,15,255","169,244,255","151,246,210","139,139,139","254,255,164"
8638,"255,191,246","210,255,111","195,228,243","153,157,160","75,197,244"
8639,"0,113,61","39,124,49","120,169,236","107,174,184","242,236,95"
8640,"0,113,61","39,124,49","188,216,207","48,123,225","221,190,212"
8641,"251,202,202","114,189,119","191,128,195","187,187,187","49,141,41"
8642,"179,189,141","69,41,18","99,105,206","255,199,127","170,170,170"
8643,"0,35,102","249,219,129","242,0,82","227,113,74","116,27,27"
8644,"241,220,246","139,80,61","154,219,207","107,159,91","178,166,255"
8645,"233,255,252","160,255,181","255,210,209","179,178,222","0,22,255"
8646,"206,177,149","32,10,0","188,230,246","184,121,0","62,50,155"
8647,"255,165,165","4,0,114","204,204,204","219,183,205","72,58,18"
8648,"249,103,103","34,146,109","255,218,185","135,64,186","255,27,0"
8649,"153,162,227","251,250,250","251,243,213","255,154,0","65,65,65"
8650,"155,182,170","121,255,109","146,146,146","118,28,12","27,0,162"
8651,"58,215,249","173,182,229","141,96,115","102,100,100","48,89,35"
8652,"57,52,154","255,214,150","248,255,146","153,115,32","48,18,0"
8653,"140,212,128","193,246,172","99,30,80","97,1,135","63,80,46"
8654,"22,190,214","234,181,218","109,20,12","112,190,68","49,49,49"
8655,"22,79,13","185,241,242","57,68,72","106,101,109","58,18,0"
8656,"172,164,145","49,107,241","31,105,60","159,159,159","190,226,233"
8657,"225,38,38","255,127,80","144,138,153","96,38,111","186,225,255"
8658,"199,180,187","0,74,94","180,118,55","0,7,107","96,68,89"
8659,"82,185,255","190,203,214","204,204,204","170,52,104","79,65,67"
8660,"68,144,156","154,181,168","248,236,111","130,27,83","47,16,31"
8661,"238,238,238","178,109,79","255,245,168","3,36,47","114,53,52"
8662,"204,200,200","236,165,93","235,240,193","4,96,99","253,55,108"
8663,"0,6,105","66,210,119","47,255,0","16,96,99","167,167,167"
8664,"174,176,244","1,32,122","0,63,135","238,255,151","39,23,23"
8665,"236,11,67","173,158,128","204,204,204","211,217,223","45,255,239"
8666,"255,184,209","0,75,73","204,174,179","243,57,57","14,47,68"
8667,"245,183,0","255,168,168","139,148,165","85,121,211","176,174,174"
8668,"237,229,166","165,180,155","234,227,116","0,0,0","209,224,235"
8669,"11,19,43","99,79,103","75,134,180","84,69,59","0,81,255"
8670,"247,174,248","130,139,125","94,40,124","16,55,159","214,193,89"
8671,"219,153,90","163,75,75","52,164,219","187,187,187","77,5,25"
8672,"91,192,235","186,159,159","142,153,242","187,187,187","30,30,30"
8673,"255,194,178","223,137,52","167,219,249","255,218,218","52,67,141"
8674,"4,4,4","236,242,137","167,219,249","105,197,107","69,69,69"
8675,"0,0,0","179,158,181","167,219,249","66,3,148","139,123,139"
8676,"250,255,167","179,158,213","221,139,14","215,244,255","241,201,46"
8677,"21,142,175","179,158,181","167,219,249","165,139,216","49,5,29"
8678,"255,242,203","0,6,54","126,179,246","51,94,146","17,246,78"
8679,"112,126,146","208,202,216","126,179,246","255,175,3","231,0,152"
8680,"238,238,238","175,97,155","18,18,18","255,90,29","214,255,0"
8681,"114,37,37","161,97,173","97,22,36","255,42,50","242,105,12"
8682,"0,145,255","254,201,167","126,179,246","95,123,27","200,215,148"
8683,"0,211,255","0,15,255","126,179,246","41,101,122","71,28,1"
8684,"250,175,176","80,98,105","126,179,246","90,65,41","231,125,125"
8685,"233,215,209","156,82,146","126,179,246","92,5,32","5,0,146"
8686,"233,171,198","216,212,110","126,179,246","95,82,107","90,19,19"
8687,"219,191,184","156,83,83","126,179,246","238,219,209","254,255,87"
8688,"27,163,220","189,150,150","126,179,246","229,179,105","174,168,168"
8689,"245,205,137","134,210,119","115,179,246","165,77,153","255,234,207"
8690,"214,149,239","170,203,219","176,179,245","204,174,179","153,132,174"
8691,"255,87,162","161,127,99","176,179,245","94,44,38","133,243,246"
8692,"0,120,255","74,39,75","246,175,65","191,166,176","34,19,2"
8693,"255,182,188","155,238,232","176,179,245","103,101,131","121,150,123"
8694,"254,168,184","29,45,68","0,3,51","165,81,87","150,149,148"
8695,"211,206,205","240,126,64","248,255,146","182,139,135","117,81,71"
8696,"167,253,234","238,158,158","52,33,78","186,155,138","238,230,45"
8697,"79,40,120","166,255,130","37,95,124","184,223,238","5,69,82"
8698,"0,0,0","225,225,225","212,175,55","255,160,80","0,9,252"
8699,"29,99,101","194,235,255","45,99,101","160,165,188","170,170,170"
8700,"239,224,182","123,189,167","251,247,155","255,253,206","170,170,170"
8701,"185,176,228","140,146,91","29,90,103","247,240,198","231,223,22"
8702,"237,140,0","0,15,255","175,176,100","215,178,138","0,15,215"
8703,"135,84,179","210,210,210","244,123,82","77,77,77","14,159,155"
8704,"120,211,182","0,15,255","148,46,61","247,221,217","251,157,182"
8705,"247,80,80","79,0,0","183,234,222","119,153,91","147,234,28"
8706,"231,212,198","36,0,0","182,255,213","162,252,194","0,15,255"
8707,"234,204,196","160,72,253","101,0,0","44,10,79","170,170,170"
8708,"215,208,189","227,149,115","163,143,167","238,214,234","199,157,215"
8709,"247,235,232","144,144,144","146,177,229","195,128,128","112,112,112"
8710,"201,255,253","253,40,126","197,41,41","122,93,71","177,255,249"
8711,"80,125,249","41,0,107","124,0,0","253,204,154","170,170,170"
8712,"145,238,152","227,255,165","144,168,144","155,70,56","46,206,229"
8713,"45,81,154","149,196,133","206,6,6","172,172,171","210,136,207"
8714,"219,242,195","251,216,133","0,15,255","221,34,94","223,1,165"
8715,"120,68,24","255,169,131","43,124,133","212,200,200","8,79,9"
8716,"225,214,180","175,176,100","96,120,184","149,139,96","213,232,165"
8717,"66,133,244","192,240,85","115,174,255","70,51,73","219,162,0"
8718,"223,168,255","157,240,209","204,204,204","77,77,77","121,245,245"
8719,"32,37,41","37,57,73","255,245,232","132,156,4","245,230,10"
8720,"159,159,159","251,237,237","99,141,59","74,148,169","248,187,254"
8721,"246,249,0","197,231,190","91,159,105","242,188,169","0,15,255"
8722,"52,69,131","148,216,211","251,178,197","5,49,0","0,15,255"
8723,"0,15,0","105,111,206","103,139,0","252,176,52","252,233,219"
8724,"0,15,0","255,14,14","246,194,201","20,22,24","148,34,34"
8725,"255,204,249","233,30,99","105,49,144","244,104,77","118,208,223"
8726,"255,246,253","255,217,209","255,116,0","102,178,79","255,239,213"
8727,"222,234,238","255,175,231","136,206,155","187,187,187","54,54,54"
8728,"0,103,26","0,0,147","118,131,222","228,174,253","110,214,196"
8729,"53,180,132","34,88,29","102,77,64","1,3,6","30,9,56"
8730,"0,105,0","251,224,215","112,3,140","255,36,36","245,255,166"
8731,"0,159,136","250,251,194","238,57,44","128,135,18","253,255,36"
8732,"255,147,0","131,103,115","109,141,92","0,15,255","60,68,81"
8733,"83,73,114","245,255,109","105,105,105","215,255,246","117,177,255"
8734,"103,171,5","57,25,84","176,179,245","63,35,35","36,47,54"
8735,"199,246,130","213,166,50","0,13,109","172,149,106","250,241,111"
8736,"251,195,175","127,18,30","126,179,246","95,74,74","170,170,170"
8737,"236,236,236","22,79,44","126,179,246","161,142,134","12,9,111"
8738,"58,161,92","79,67,174","149,221,187","211,212,199","255,36,186"
8739,"49,45,40","232,157,12","89,204,190","65,59,58","24,48,92"
8740,"26,26,26","255,228,225","114,204,193","65,58,39","194,202,196"
8741,"70,55,24","180,118,55","166,121,255","41,41,41","0,15,255"
8742,"141,182,195","153,143,66","184,184,184","62,4,73","255,249,249"
8743,"100,79,54","242,202,244","213,69,25","165,118,49","219,164,64"
8744,"37,37,37","255,167,0","186,149,228","182,184,123","240,221,167"
8745,"23,23,23","229,235,243","0,15,255","34,182,169","49,98,190"
8746,"214,84,84","221,221,221","150,56,44","187,187,187","164,234,179"
8747,"0,15,255","174,150,154","0,183,23","139,70,121","35,35,35"
8748,"203,0,23","104,115,135","255,248,231","163,51,43","153,180,172"
